"";"Reading";"Listening music";"Cinema";"Show";"Exhibition";"Computer";"Sport";"Walking";"Travelling";"Playing music";"Collecting";"Volunteering";"Mechanic";"Gardening";"Knitting";"Cooking";"Fishing";"TV";"Sex";"Age";"Marital status";"Profession";"nb.activitees"
"31083210";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"F";"(35,45]";"Married";"Employee";8
"31083310";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(35,45]";"Married";"Manual labourer";4
"31083510";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"M";"(45,55]";"Married";"Manual labourer";7
"31083610";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"M";"(35,45]";"Divorcee";"Manual labourer";4
"31083710";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"[15,25]";"Single";"Employee";8
"31083810";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2";"F";"(55,65]";"Married";"Unskilled worker";6
"31083910";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"M";"(25,35]";"Single";"Other";3
"31084010";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"M";"(45,55]";"Married";"Manual labourer";3
"31084110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"3";"M";"(75,85]";"Married";"Manual labourer";3
"31084210";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"F";"(75,85]";"Widower";"Unskilled worker";4
"31084410";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"M";"(55,65]";"Married";"Manual labourer";5
"31084510";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"M";"(55,65]";"Married";"Unskilled worker";5
"31084610";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"4";"M";"(45,55]";"Married";"Technician";4
"31084710";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Married";"Technician";3
"31084810";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"F";"(35,45]";"Married";"Foreman";6
"31084910";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"M";"(55,65]";"Married";"Unskilled worker";4
"31085010";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(45,55]";"Divorcee";"Unskilled worker";4
"31085110";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"F";"(65,75]";"Married";"Unskilled worker";5
"31085210";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(45,55]";"Married";"Manual labourer";3
"31085310";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"3";"F";"(45,55]";"Married";"Manual labourer";6
"31085510";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(75,85]";"Divorcee";"Employee";2
"31085610";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"M";"(35,45]";"Divorcee";"Technician";4
"31085810";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"2";"F";"[15,25]";"Single";"Other";9
"31085910";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"M";"[15,25]";"Single";"Technician";5
"31086110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(25,35]";"Married";"Employee";1
"31086210";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(35,45]";"Divorcee";"Employee";4
"31086410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"4";"M";"(65,75]";"Widower";"Manual labourer";2
"31086510";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"4";"F";"(55,65]";"Married";NA;4
"31086710";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"F";"(65,75]";"Married";NA;4
"31086910";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"2";"M";"(65,75]";"Remarried";"Other";7
"31087010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(85,100]";"Widower";"Unskilled worker";1
"31087110";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(35,45]";"Remarried";"Employee";4
"31087210";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(75,85]";"Widower";"Unskilled worker";5
"31087410";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"4";"M";"(55,65]";"Married";"Manual labourer";5
"31087610";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(25,35]";"Single";"Other";8
"31087710";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"4";"F";"(55,65]";"Remarried";"Employee";8
"31087810";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"3";"F";"(75,85]";"Widower";NA;6
"31088010";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"3";"F";"(55,65]";"Divorcee";"Employee";9
"31088110";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"4";"M";"(35,45]";"Divorcee";"Employee";7
"31088210";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(55,65]";"Married";"Manual labourer";2
"31088310";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(65,75]";"Widower";NA;5
"31088410";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"3";"M";"(25,35]";"Divorcee";"Employee";13
"31088510";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"4";"M";"(55,65]";"Remarried";"Foreman";5
"31088610";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"4";"F";"(55,65]";"Widower";"Employee";4
"31088710";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(35,45]";"Widower";"Unskilled worker";5
"31088810";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"3";"F";"(25,35]";"Married";NA;10
"31088910";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"3";"F";"(75,85]";"Widower";"Employee";7
"31089010";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(25,35]";"Single";"Manual labourer";4
"31089110";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"4";"M";"(55,65]";"Single";"Unskilled worker";6
"31089210";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"4";"F";"(35,45]";"Married";NA;9
"31089310";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"M";"(45,55]";"Married";"Management";6
"31089410";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"M";"[15,25]";"Married";"Technician";9
"31089510";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"2";"F";"[15,25]";"Married";"Employee";9
"31089610";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"M";"(45,55]";"Divorcee";"Employee";5
"31089710";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"4";"M";"(45,55]";"Married";"Manual labourer";3
"31090010";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"4";"F";"(45,55]";"Divorcee";"Unskilled worker";4
"31090310";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2";"F";"(45,55]";"Married";"Employee";5
"31090410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"2";"F";"(35,45]";"Married";"Manual labourer";5
"31090610";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";NA;8
"31090710";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"M";"(45,55]";"Married";"Manual labourer";4
"31090810";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"M";"(55,65]";"Married";"Manual labourer";3
"31091010";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"F";"(35,45]";"Married";"Employee";7
"31091110";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"2";"F";"(35,45]";"Married";"Employee";12
"31091210";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"3";"F";"(25,35]";"Married";"Unskilled worker";6
"31091310";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"F";"(35,45]";"Divorcee";NA;6
"31091410";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"M";"(25,35]";"Single";"Technician";10
"31091510";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(35,45]";"Married";"Manual labourer";3
"31091610";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"2";"M";"(35,45]";"Married";"Manual labourer";6
"31091710";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"1";"2";"M";"(55,65]";"Divorcee";"Management";7
"31091810";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"4";"M";"(75,85]";"Married";"Unskilled worker";8
"31091910";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"M";"(25,35]";"Married";"Manual labourer";6
"31092010";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"3";"M";"(55,65]";"Married";"Unskilled worker";10
"31092110";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"4";"F";"(45,55]";"Married";"Unskilled worker";6
"31092210";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"4";"F";"(35,45]";"Single";"Employee";7
"31092410";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"0";"3";"M";"(45,55]";"Married";"Employee";7
"31092510";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(55,65]";"Married";"Foreman";5
"31092610";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"4";"M";"(75,85]";"Married";"Manual labourer";7
"31092710";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"M";"(65,75]";"Married";"Manual labourer";5
"31092810";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"4";"F";"(65,75]";"Widower";"Unskilled worker";11
"31093010";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"2";"M";"(55,65]";"Married";"Foreman";10
"31093110";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"1";"M";"(65,75]";"Married";"Management";6
"31093210";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"M";"(45,55]";"Married";"Manual labourer";3
"31093310";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"2";"F";"(35,45]";"Divorcee";"Employee";7
"31093410";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"F";"(35,45]";"Married";"Employee";5
"31093510";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(75,85]";"Widower";"Employee";5
"31093610";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"M";"(45,55]";"Divorcee";"Technician";7
"31093710";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"4";"F";"(35,45]";"Married";"Unskilled worker";6
"31093910";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"4";"M";"[15,25]";"Single";"Technician";13
"31094010";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"M";"(35,45]";"Single";"Management";14
"31094110";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(35,45]";"Divorcee";"Employee";8
"31094310";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"[15,25]";"Single";"Unskilled worker";7
"31094410";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"M";"(35,45]";"Married";"Technician";7
"31094510";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(65,75]";"Married";"Unskilled worker";4
"31094610";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"F";"(45,55]";"Married";"Management";11
"31094710";"1";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"4";"F";"(35,45]";"Married";"Management";11
"31094810";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"M";"(25,35]";"Single";"Technician";4
"31094910";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(25,35]";"Single";"Employee";2
"31095010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(75,85]";"Married";"Manual labourer";1
"31095210";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"4";"F";"(35,45]";"Married";"Employee";6
"31095310";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"M";"(35,45]";"Married";"Employee";11
"31095410";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"2";"M";"(45,55]";"Married";"Unskilled worker";9
"31095610";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"[15,25]";"Single";"Manual labourer";7
"31095710";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(65,75]";"Widower";NA;3
"31095810";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Married";"Foreman";2
"31096010";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"M";"(55,65]";"Married";NA;3
"31096110";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"M";"[15,25]";"Single";"Unskilled worker";8
"31096210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"M";"(55,65]";"Divorcee";"Manual labourer";1
"31096310";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(45,55]";"Divorcee";"Other";5
"31096510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"M";"(35,45]";"Married";"Manual labourer";1
"31096710";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(55,65]";"Married";"Management";4
"31097010";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"3";"M";"(25,35]";"Single";"Employee";5
"31097110";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"[15,25]";"Single";NA;4
"31097210";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(25,35]";"Single";"Employee";3
"31097310";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"[15,25]";"Single";"Employee";3
"31097510";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(45,55]";"Divorcee";"Employee";5
"31097710";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(45,55]";"Married";"Employee";7
"31097810";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";"Manual labourer";2
"31097910";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(35,45]";"Married";"Unskilled worker";3
"31098110";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"M";"(45,55]";"Married";"Manual labourer";4
"31098210";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"2";"F";"(45,55]";"Married";"Employee";11
"31098410";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"4";"F";"(25,35]";"Single";"Manual labourer";5
"31098510";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"4";"F";"(35,45]";"Married";"Foreman";16
"41000110";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"4";"M";"(55,65]";"Widower";"Foreman";6
"41000310";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"3";"F";"(65,75]";"Widower";"Employee";7
"41000410";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(55,65]";"Married";"Manual labourer";3
"41000610";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(45,55]";"Married";"Employee";5
"41000810";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"3";"F";"(45,55]";"Married";"Foreman";13
"41000910";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"3";"M";"[15,25]";"Single";"Employee";9
"41001010";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(35,45]";"Married";"Employee";5
"41001110";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"2";"F";"(65,75]";"Widower";"Foreman";8
"41001210";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"4";"F";"(35,45]";"Married";"Employee";6
"41001310";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"4";"F";"(55,65]";"Widower";"Employee";6
"41001410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"M";"(35,45]";"Divorcee";"Manual labourer";3
"41001710";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"[15,25]";"Single";"Employee";4
"41001810";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"4";"F";"(75,85]";"Married";NA;5
"41001910";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"M";"(75,85]";"Married";"Manual labourer";2
"41002110";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(35,45]";"Married";"Employee";5
"41002510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"M";"(25,35]";"Single";"Manual labourer";2
"41002610";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"4";"M";"(45,55]";"Married";"Foreman";7
"41002910";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"4";"F";"[15,25]";"Single";"Unskilled worker";4
"41003010";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(55,65]";"Widower";"Employee";5
"41003210";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"4";"F";"(65,75]";"Married";"Unskilled worker";7
"41003310";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"F";"(35,45]";"Married";"Employee";7
"41003410";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(75,85]";"Married";"Foreman";3
"41003510";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(35,45]";"Married";NA;5
"41003610";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"3";"F";"[15,25]";"Single";"Unskilled worker";9
"41003710";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"M";"(25,35]";"Married";"Technician";7
"41003810";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(65,75]";"Married";"Manual labourer";2
"41004010";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"4";"M";"(65,75]";"Married";"Employee";5
"41004110";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"2";"F";"(35,45]";"Single";"Employee";9
"41004410";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"2";"M";"(35,45]";"Single";NA;13
"41004510";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"2";"F";"(75,85]";"Married";NA;8
"41004610";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"F";"(65,75]";"Widower";"Employee";6
"41004810";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";"Technician";6
"41004910";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"F";"(25,35]";"Married";"Other";8
"41005010";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(55,65]";"Married";"Foreman";9
"41005110";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"2";"F";"(35,45]";"Married";"Employee";8
"41005210";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"4";"M";"(25,35]";"Married";"Foreman";12
"41005310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"F";"(45,55]";"Married";NA;2
"41005410";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"F";"(25,35]";"Divorcee";"Employee";3
"41005610";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"2";"M";"(55,65]";"Widower";"Manual labourer";7
"41005710";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(45,55]";"Single";"Unskilled worker";1
"41005810";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"3";"F";"(45,55]";"Married";"Employee";7
"41005910";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(55,65]";"Remarried";"Employee";5
"41006010";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3";"F";"[15,25]";"Single";"Employee";3
"41006310";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(45,55]";"Remarried";"Employee";3
"41006410";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"F";"[15,25]";"Single";NA;8
"41006510";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"F";"(45,55]";"Married";"Manual labourer";8
"41006610";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"3";"F";"(35,45]";"Married";"Employee";6
